id,text,url,death_date,name,age,nationality,cause,description,votes,sortorder,article_length,versions,editors,inbound_links
6261,"Lemmy, 70, English rock musician (Motörhead, Hawkwind), complications from prostate cancer.[428]",https://en.wikipedia.org/wiki/Lemmy,2015-12-28 00:00:00,Lemmy,70.0,English,complications from prostate cancer, rock musician (Motörhead Hawkwind),2,63,19855,3241,1694,1028
6262,"Tiffany Leong, 30, Malaysian actress, liver cancer.[429]",https://en.wikipedia.org/wiki/Tiffany_Leong,2015-12-28 00:00:00,Tiffany Leong,30.0,Malaysian,liver cancer, actress,0,0,1186,55,32,28
6263,"Aura Lewis, 68, South African reggae singer.[430]",https://en.wikipedia.org/wiki/Aura_Lewis,2015-12-28 00:00:00,Aura Lewis,68.0,South African,, reggae singer,0,0,3218,35,21,16
6264,"Ian Murdock, 42, American software engineer, founder of the Debian Project.[431]",https://en.wikipedia.org/wiki/Ian_Murdock,2015-12-28 00:00:00,Ian Murdock,42.0,American,," software engineer, founder of the Debian Project",0,0,3164,473,266,471
6265,"Åge Nordkild, 63, Norwegian politician, member of the Sami Parliament (2001–2005, 2009–2013).[432]",https://en.wikipedia.org/wiki/%C3%85ge_Nordkild,2015-12-28 00:00:00,Åge Nordkild,63.0,Norwegian,," politician, member of the Sami Parliament (2001–2005, 2009–2013)",0,0,281,11,7,6
6266,"Tone Nyhagen, 52, Norwegian dancer.[433]",https://en.wikipedia.org/wiki/Tone_Nyhagen,2015-12-28 00:00:00,Tone Nyhagen,52.0,Norwegian,, dancer,0,0,571,12,9,6
6267,"Landon H. Rowland, 78, American businessman (Kansas City Southern Railway).[434]",https://en.wikipedia.org/wiki/Landon_H._Rowland,2015-12-28 00:00:00,Landon H. Rowland,78.0,American,, businessman (Kansas City Southern Railway),0,0,489,18,15,8
6268,"Pierre-Marie Rudelle, 83, French painter.[435]",https://en.wikipedia.org/wiki/Pierre-Marie_Rudelle,2015-12-28 00:00:00,Pierre-Marie Rudelle,83.0,French,, painter,0,0,297,26,22,9
6269,"Allen Sapp, 87, Canadian painter.[436]",https://en.wikipedia.org/wiki/Allen_Sapp,2015-12-28 00:00:00,Allen Sapp,87.0,Canadian,, painter,0,0,2085,91,61,29
6270,"Sylvester Stein, 95, South African writer and athlete.[437]",https://en.wikipedia.org/wiki/Sylvester_Stein,2015-12-28 00:00:00,Sylvester Stein,95.0,South African,, writer and athlete,0,0,2861,79,38,19
6271,"Sean Whitesell, 52, American actor and television producer (Cold Case, House, Oz), cancer.[438]",https://en.wikipedia.org/wiki/Sean_Whitesell,2015-12-28 00:00:00,Sean Whitesell,52.0,American,cancer, actor and television producer (Cold Case House Oz),0,0,1608,56,30,42
6272,"Sabino Acquaviva, 88, Italian sociologist.[439]",https://en.wikipedia.org/wiki/Sabino_Acquaviva,2015-12-29 00:00:00,Sabino Acquaviva,88.0,Italian,, sociologist,0,0,228,11,7,2
6273,"Billie Allen, 90, American actress, one of the first black performers on U.S. television.[440]",https://en.wikipedia.org/wiki/Billie_Allen,2015-12-29 00:00:00,Billie Allen,90.0,American,," actress, one of the first black performers on U.S. television",0,0,5766,22,9,20
6274,"Aslam Azhar, 83, Pakistani television executive.[441]",https://en.wikipedia.org/wiki/Aslam_Azhar,2015-12-29 00:00:00,Aslam Azhar,83.0,Pakistani,, television executive,0,0,1907,36,17,9
6275,"Tony Carroll, 74, American psychotherapist.[442]",https://en.wikipedia.org/wiki/Tony_Carroll_(psychotherapist),2015-12-29 00:00:00,Tony Carroll,74.0,American,, psychotherapist,0,0,7024,59,34,4
6276,"Patrick Curtin, 26, Irish Gaelic footballer (Kerry), head injuries after falling from a vehicle.[443]",https://en.wikipedia.org/wiki/Patrick_Curtin,2015-12-29 00:00:00,Patrick Curtin,26.0,Irish,head injuries after falling from a vehicle, Gaelic footballer (Kerry),0,0,860,16,10,7
6277,"Edward Hugh, 67, British economist, gallbladder and liver cancer.[444]",https://en.wikipedia.org/wiki/Edward_Hugh,2015-12-29 00:00:00,Edward Hugh,67.0,British,gallbladder and liver cancer, economist,0,0,1547,54,33,9
6278,"Kim Yang-gon, 73, North Korean senior politician, traffic collision.[445]",https://en.wikipedia.org/wiki/Kim_Yang-gon,2015-12-29 00:00:00,Kim Yang-gon,73.0,North Korean,traffic collision, senior politician,0,0,1755,39,24,27
6279,"Elżbieta Krzesińska, 81, Polish track and field athlete, Olympic champion (1956).[446]",https://en.wikipedia.org/wiki/El%C5%BCbieta_Krzesi%C5%84ska,2015-12-29 00:00:00,Elżbieta Krzesińska,81.0,Polish,," track and field athlete, Olympic champion (1956)",0,0,1514,70,45,136
6280,"Om Prakash Malhotra, 93, Indian Army general.[447]",https://en.wikipedia.org/wiki/Om_Prakash_Malhotra,2015-12-29 00:00:00,Om Prakash Malhotra,93.0,Indian,, Army general,0,0,4657,197,66,65
6281,"Frank Malzone, 85, American baseball player (Boston Red Sox, California Angels).[448]",https://en.wikipedia.org/wiki/Frank_Malzone,2015-12-29 00:00:00,Frank Malzone,85.0,American,," baseball player (Boston Red Sox, California Angels)",0,0,1791,95,55,77
6282,"Master Blaster, 28–29, Ugandan dancehall musician.[449]",https://en.wikipedia.org/wiki/Master_Blaster_(musician),2015-12-29 00:00:00,Master Blaster,29.0,Ugandan,, dancehall musician,0,0,660,17,10,3
6283,"Ed Mayer, 84, American baseball player (Chicago Cubs).[450]",https://en.wikipedia.org/wiki/Ed_Mayer_(pitcher),2015-12-29 00:00:00,Ed Mayer,84.0,American,, baseball player (Chicago Cubs),0,0,3000,42,22,16
6284,"James L. McCorkle Jr., 80, American historian.[451]",https://en.wikipedia.org/wiki/James_L._McCorkle_Jr.,2015-12-29 00:00:00,James L. McCorkle Jr.,80.0,American,, historian,0,0,5199,68,25,34
6285,"Johann Schwerdfeger, 101, German World War II soldier.[452]",https://en.wikipedia.org/wiki/Johann_Schwerdfeger,2015-12-29 00:00:00,Johann Schwerdfeger,101.0,German,, World War II soldier,0,0,1499,79,26,886
6286,"Pavel Srníček, 47, Czech footballer (Newcastle United, national team), European Championship runner-up (1996), complications from heart attack.[453]",https://en.wikipedia.org/wiki/Pavel_Srn%C3%AD%C4%8Dek,2015-12-29 00:00:00,Pavel Srníček,47.0,Czech,complications from heart attack, footballer (Newcastle United national team) European Championship runner-up (1996),0,0,8594,347,189,136
6287,"George Andreadis, 79, Greek author.[454]",https://en.wikipedia.org/wiki/George_Andreadis,2015-12-30 00:00:00,George Andreadis,79.0,Greek,, author,0,0,923,19,11,8
6288,"Doug Atkins, 85, American football player (Cleveland Browns, Chicago Bears, New Orleans Saints), NFL champion (1954, 1963).[455]",https://en.wikipedia.org/wiki/Doug_Atkins,2015-12-30 00:00:00,Doug Atkins,85.0,American,," football player (Cleveland Browns, Chicago Bears, New Orleans Saints), NFL champion (1954, 1963)",0,0,4119,251,128,645
6289,"Víctor Santiago Díaz, Puerto Rican politician, cancer.[456]",https://en.wikipedia.org/wiki/V%C3%ADctor_Santiago_D%C3%ADaz,2015-12-30 00:00:00,Víctor Santiago Díaz,,Puerto Rican,cancer, politician,0,0,473,5,5,4
6290,"Howard Davis, Jr., 59, American boxer, Olympic champion (1976), lung cancer.[457]","https://en.wikipedia.org/wiki/Howard_Davis,_Jr.",2015-12-30 00:00:00,"Howard Davis, Jr.",59.0,American,lung cancer, boxer Olympic champion (1976),0,0,3020,1,1,165
6291,"Chatral Sangye Dorje, 102, Tibetan yogi.[458]",https://en.wikipedia.org/wiki/Chatral_Sangye_Dorje,2015-12-30 00:00:00,Chatral Sangye Dorje,102.0,Tibetan,, yogi,0,0,2151,102,70,151
6292,"George Elsey, 97, American military adviser.[459]",https://en.wikipedia.org/wiki/George_Elsey,2015-12-30 00:00:00,George Elsey,97.0,American,, military adviser,0,0,954,41,23,27
6293,"Mangesh Padgaonkar, 86, Indian poet.[460]",https://en.wikipedia.org/wiki/Mangesh_Padgaonkar,2015-12-30 00:00:00,Mangesh Padgaonkar,86.0,Indian,, poet,0,0,3887,186,73,219
6294,"Howard Pawley, 81, Canadian politician, Premier of Manitoba (1981–1988).[461]",https://en.wikipedia.org/wiki/Howard_Pawley,2015-12-30 00:00:00,Howard Pawley,81.0,Canadian,," politician, Premier of Manitoba (1981–1988)",0,0,7113,188,101,186
6295,"Luis Silva Parra, 84, Ecuadorian jazz saxophonist.[462]",https://en.wikipedia.org/wiki/Luis_Silva_Parra,2015-12-30 00:00:00,Luis Silva Parra,84.0,Ecuadorian,, jazz saxophonist,0,0,1682,16,6,5
6296,"Yuhanon Mor Philoxenos, 74, Indian Syriac Orthodox bishop.[463]",https://en.wikipedia.org/wiki/Yuhanon_Mor_Philoxenos,2015-12-30 00:00:00,Yuhanon Mor Philoxenos,74.0,Indian,, Syriac Orthodox bishop,0,0,2555,113,41,33
6297,"Zjef Vanuytsel, 70, Belgian folk and kleinkunst singer.[464]",https://en.wikipedia.org/wiki/Zjef_Vanuytsel,2015-12-30 00:00:00,Zjef Vanuytsel,70.0,Belgian,, folk and kleinkunst singer,0,0,3245,14,9,6
6298,"Roman Bartoszcze, 69, Polish politician.[465]",https://en.wikipedia.org/wiki/Roman_Bartoszcze,2015-12-31 00:00:00,Roman Bartoszcze,69.0,Polish,, politician,0,0,1367,46,29,30
6299,"Wesley Burrowes, 85, Irish playwright (Glenroe).[466]",https://en.wikipedia.org/wiki/Wesley_Burrowes,2015-12-31 00:00:00,Wesley Burrowes,85.0,Irish,, playwright (Glenroe),0,0,4202,73,32,28
6300,"Natalie Cole, 65, American Grammy-winning singer (""This Will Be"", ""Sophisticated Lady"", Unforgettable... with Love) and actress, heart failure.[467]",https://en.wikipedia.org/wiki/Natalie_Cole,2015-12-31 00:00:00,Natalie Cole,65.0,American,heart failure," Grammy-winning singer (""This Will Be"" ""Sophisticated Lady"" Unforgettable... with Love) and actress",4,74,17260,1330,703,1469
6301,"Bronislav Danda, 85, Czech ice hockey player, bronze medalist at the 1955 World Ice Hockey Championships.[468]",https://en.wikipedia.org/wiki/Bronislav_Danda,2015-12-31 00:00:00,Bronislav Danda,85.0,Czech,," ice hockey player, bronze medalist at the 1955 World Ice Hockey Championships",0,0,239,10,9,11
6302,"Steve Gohouri, 34, Ivorian footballer (Wigan Athletic, national team).[469] (body found on this date)",https://en.wikipedia.org/wiki/Steve_Gohouri,2015-12-31 00:00:00,Steve Gohouri,34.0,Ivorian,," footballer (Wigan Athletic, national team)",0,0,5873,381,198,104
6303,"Geoffrey Hawthorn, 74, British sociologist.[470]",https://en.wikipedia.org/wiki/Geoffrey_Hawthorn,2015-12-31 00:00:00,Geoffrey Hawthorn,74.0,British,, sociologist,0,0,1504,36,17,12
6304,"Beth Howland, 74, American actress and singer, lung cancer.[471]",https://en.wikipedia.org/wiki/Beth_Howland,2015-12-31 00:00:00,Beth Howland,74.0,American,lung cancer, actress and singer,0,0,2333,192,119,49
6305,"Marion James, 81, American blues singer.[472]",https://en.wikipedia.org/wiki/Marion_James,2015-12-31 00:00:00,Marion James,81.0,American,, blues singer,0,0,2843,11,7,19
6306,"Donal Leahy, 77, Irish footballer (Cork Celtic).[473]",https://en.wikipedia.org/wiki/Donal_Leahy,2015-12-31 00:00:00,Donal Leahy,77.0,Irish,, footballer (Cork Celtic),0,0,3899,19,14,16
6307,"Marvin Panch, 89, American racing driver, natural causes.[474]",https://en.wikipedia.org/wiki/Marvin_Panch,2015-12-31 00:00:00,Marvin Panch,89.0,American,natural causes, racing driver,0,0,3617,89,53,180
6308,"Felix Pirani, 87, British theoretical physicist.[475]",https://en.wikipedia.org/wiki/Felix_Pirani,2015-12-31 00:00:00,Felix Pirani,87.0,British,, theoretical physicist,0,0,3420,65,17,28
6309,"Vern Rapp, 87, American baseball manager (St. Louis Cardinals, Cincinnati Reds).[476]",https://en.wikipedia.org/wiki/Vern_Rapp,2015-12-31 00:00:00,Vern Rapp,87.0,American,," baseball manager (St. Louis Cardinals, Cincinnati Reds)",0,0,7595,65,40,171
6310,"Dal Richards, 97, Canadian big band leader, prostate cancer.[477]",https://en.wikipedia.org/wiki/Dal_Richards,2015-12-31 00:00:00,Dal Richards,97.0,Canadian,prostate cancer, big band leader,0,0,1936,98,56,117
6311,"Wayne Rogers, 82, American actor (M*A*S*H, Cool Hand Luke, House Calls), complications from pneumonia.[478]",https://en.wikipedia.org/wiki/Wayne_Rogers,2015-12-31 00:00:00,Wayne Rogers,82.0,American,complications from pneumonia, actor (M*A*S*H Cool Hand Luke House Calls),0,0,6972,558,325,218
6312,"Daniel L. Ryan, 85, American Roman Catholic prelate, Bishop of Springfield in Illinois (1983–1999).[479]",https://en.wikipedia.org/wiki/Daniel_L._Ryan,2015-12-31 00:00:00,Daniel L. Ryan,85.0,American,," Roman Catholic prelate, Bishop of Springfield in Illinois (1983–1999)",0,0,2991,30,20,59
6313,"Richard Sapper, 83, German industrial designer.[480]",https://en.wikipedia.org/wiki/Richard_Sapper,2015-12-31 00:00:00,Richard Sapper,83.0,German,, industrial designer,0,0,5551,138,67,48
6314,"Peter Wight, 85, Guyanese-born English cricket player (Somerset) and umpire.[481]",https://en.wikipedia.org/wiki/Peter_Wight_(cricketer),2015-12-31 00:00:00,Peter Wight,85.0,Guyanese-born English,, cricket player (Somerset) and umpire,0,0,3078,37,22,72
6315,"Natasha Aguilar, 45, Costa Rican swimmer, silver and bronze medalist at the 1987 Pan American Games, complications of a stroke.[1]",https://en.wikipedia.org/wiki/Natasha_Aguilar,2016-01-01 00:00:00,Natasha Aguilar,45.0,Costa Rican,complications of a stroke, swimmer silver and bronze medalist at the 1987 Pan American Games,0,0,524,48,36,18
6316,"George Alexandru, 58, Romanian theater and film actor.[2]",https://en.wikipedia.org/wiki/George_Alexandru,2016-01-01 00:00:00,George Alexandru,58.0,Romanian,, theater and film actor,0,0,95,17,12,10
6317,"Fazu Aliyeva, 83, Russian Avar poet and journalist, heart failure.[3]",https://en.wikipedia.org/wiki/Fazu_Aliyeva,2016-01-01 00:00:00,Fazu Aliyeva,83.0,Russian,heart failure, Avar poet and journalist,0,0,692,43,17,19
6318,"Lennie Bluett, 96, American actor (Gone with the Wind, Mighty Joe Young, A Star is Born).[4]",https://en.wikipedia.org/wiki/Lennie_Bluett,2016-01-01 00:00:00,Lennie Bluett,96.0,American,," actor (Gone with the Wind, Mighty Joe Young, A Star is Born)",0,0,653,26,14,5
6319,"Dale Bumpers, 90, American politician, Governor of Arkansas (1971–1975), Senator from Arkansas (1975–1999).[5]",https://en.wikipedia.org/wiki/Dale_Bumpers,2016-01-01 00:00:00,Dale Bumpers,90.0,American,," politician, Governor of Arkansas (1971–1975), Senator from Arkansas (1975–1999)",1,33,12831,311,178,277
6320,"Antonio Carrizo, 89, Argentine broadcaster.[6]",https://en.wikipedia.org/wiki/Antonio_Carrizo,2016-01-01 00:00:00,Antonio Carrizo,89.0,Argentine,, broadcaster,0,0,4730,20,12,13
6321,"Jacques Deny, 99, French mathematician.[7]",https://en.wikipedia.org/wiki/Jacques_Deny,2016-01-01 00:00:00,Jacques Deny,99.0,French,, mathematician,0,0,182,26,20,21
6322,"Brian Johns, 79, Australian company director, managing director of the Australian Broadcasting Corporation (1995–2000), cancer.[8]",https://en.wikipedia.org/wiki/Brian_Johns_(businessman),2016-01-01 00:00:00,Brian Johns,79.0,Australian,cancer, company director managing director of the Australian Broadcasting Corporation (1995–2000),0,0,2692,25,11,49
6323,"Gilbert Kaplan, 74, American conductor and businessman, cancer.[9]",https://en.wikipedia.org/wiki/Gilbert_Kaplan,2016-01-01 00:00:00,Gilbert Kaplan,74.0,American,cancer, conductor and businessman,0,0,3354,114,68,39
6324,"Helmut Koester, 89, German-born American history professor.[10]",https://en.wikipedia.org/wiki/Helmut_Koester,2016-01-01 00:00:00,Helmut Koester,89.0,German-born American,, history professor,0,0,2123,120,77,93
6325,"Tony Lane, 71, American art director (Rolling Stone), brain cancer.[11]",https://en.wikipedia.org/wiki/Tony_Lane,2016-01-01 00:00:00,Tony Lane,71.0,American,brain cancer, art director (Rolling Stone),0,0,631,10,8,15
6326,"Mark B, 45, British hip-hop record producer.[12]",https://en.wikipedia.org/wiki/Mark_B,2016-01-01 00:00:00,Mark B,45.0,British,, hip-hop record producer,0,0,489,28,19,8
6327,"Gilberto Mendes, 93, Brazilian composer.[13]",https://en.wikipedia.org/wiki/Gilberto_Mendes,2016-01-01 00:00:00,Gilberto Mendes,93.0,Brazilian,, composer,0,0,748,39,28,84
6328,"John Coleman Moore, 92, American mathematician.[14]",https://en.wikipedia.org/wiki/John_Coleman_Moore,2016-01-01 00:00:00,John Coleman Moore,92.0,American,, mathematician,0,0,802,52,30,31
6329,"Homa Nategh, 80, Iranian educator and historian.[15]",https://en.wikipedia.org/wiki/Homa_Nategh,2016-01-01 00:00:00,Homa Nategh,80.0,Iranian,, educator and historian,0,0,209,26,18,7
6330,"Mike Oxley, 71, American politician, member of the United States House of Representatives from Ohio's 4th congressional district (1981–2007), lung cancer.[16]",https://en.wikipedia.org/wiki/Mike_Oxley,2016-01-01 00:00:00,Mike Oxley,71.0,American,lung cancer, politician member of the United States House of Representatives from Ohio's 4th congressional district (1981–2007),1,31,1840,186,121,206
6331,"Ian Pieris, 82, Sri Lankan cricketer (Cambridge University Cricket Club).[17]",https://en.wikipedia.org/wiki/Ian_Pieris,2016-01-01 00:00:00,Ian Pieris,82.0,Sri Lankan,, cricketer (Cambridge University Cricket Club),0,0,354,6,3,8
6332,"Jim Ross, 89, Scottish-born Canadian ice hockey player (New York Rangers).[18]",https://en.wikipedia.org/wiki/Jim_Ross_(ice_hockey),2016-01-01 00:00:00,Jim Ross,89.0,Scottish-born Canadian,, ice hockey player (New York Rangers),0,0,272,36,26,18
6333,"Anil Salgaocar, 75, Indian executive and politician.[19]",https://en.wikipedia.org/wiki/Anil_Salgaocar,2016-01-01 00:00:00,Anil Salgaocar,75.0,Indian,, executive and politician,0,0,619,13,7,6
6334,"Vilmos Zsigmond, 85, Hungarian-American cinematographer (Close Encounters of the Third Kind, The Deer Hunter, The Black Dahlia), Oscar winner (1978).[20]",https://en.wikipedia.org/wiki/Vilmos_Zsigmond,2016-01-01 00:00:00,Vilmos Zsigmond,85.0,Hungarian-American,," cinematographer (Close Encounters of the Third Kind, The Deer Hunter, The Black Dahlia), Oscar winner (1978)",2,102,3923,203,144,295
6335,"Faris al-Zahrani, 38, Saudi al-Qaeda member, execution by beheading.[21]",https://en.wikipedia.org/wiki/Faris_al-Zahrani,2016-01-02 00:00:00,Faris al-Zahrani,38.0,Saudi,execution by beheading, al-Qaeda member,0,0,4973,71,45,20
6336,"Mieke Andela-Baur, 92, Dutch politician, member of the House of Representatives.[22]",https://en.wikipedia.org/wiki/Mieke_Andela-Baur,2016-01-02 00:00:00,Mieke Andela-Baur,92.0,Dutch,," politician, member of the House of Representatives",0,0,1807,1,1,7
6337,"Marcel Barbeau, 90, Canadian painter and sculptor.[23]",https://en.wikipedia.org/wiki/Marcel_Barbeau,2016-01-02 00:00:00,Marcel Barbeau,90.0,Canadian,, painter and sculptor,0,0,13199,49,37,25
6338,"Ardhendu Bhushan Bardhan, 91, Indian politician, General Secretary of the Communist Party of India (1996–2012), complications from a stroke.[24]",https://en.wikipedia.org/wiki/Ardhendu_Bhushan_Bardhan,2016-01-02 00:00:00,Ardhendu Bhushan Bardhan,91.0,Indian,complications from a stroke, politician General Secretary of the Communist Party of India (1996–2012),0,0,3147,171,104,51
6339,"Vicente Camacho, 86, Northern Mariana Islands businessman and politician, member of the Marianas Political Status Commission.[25]",https://en.wikipedia.org/wiki/Vicente_Camacho,2016-01-02 00:00:00,Vicente Camacho,86.0,Northern Mariana Islands,," businessman and politician, member of the Marianas Political Status Commission",0,0,2770,4,3,4
6340,"Michel Delpech, 69, French singer-songwriter and actor, throat cancer.[26]",https://en.wikipedia.org/wiki/Michel_Delpech,2016-01-02 00:00:00,Michel Delpech,69.0,French,throat cancer, singer-songwriter and actor,0,0,1962,67,38,56
6341,"Leonard Evans, 86, Canadian politician.[27]",https://en.wikipedia.org/wiki/Leonard_Evans,2016-01-02 00:00:00,Leonard Evans,86.0,Canadian,, politician,0,0,4311,55,36,47
6342,"Tim Francis, 87, New Zealand diplomat, Ambassador to the United States (1988–1991), Administrator of Tokelau (1984–1988), cancer.[28]",https://en.wikipedia.org/wiki/Tim_Francis,2016-01-02 00:00:00,Tim Francis,87.0,New Zealand,cancer, diplomat Ambassador to the United States (1988–1991) Administrator of Tokelau (1984–1988),0,0,308,11,8,20
6343,"Brad Fuller, 62, American video game composer (Marble Madness, Tetris, Blasteroids), Director of Engineering for Atari (1993–1996), pancreatic cancer.[29]",https://en.wikipedia.org/wiki/Brad_Fuller_(composer),2016-01-02 00:00:00,Brad Fuller,62.0,American,pancreatic cancer, video game composer (Marble Madness Tetris Blasteroids) Director of Engineering for Atari (1993–1996),0,0,1647,11,10,8
6344,"Maria Garbowska-Kierczyńska, 93, Polish actress.[30]",https://en.wikipedia.org/wiki/Maria_Garbowska-Kierczy%C5%84ska,2016-01-02 00:00:00,Maria Garbowska-Kierczyńska,93.0,Polish,, actress,0,0,546,17,8,12
6345,"Matt Hobden, 22, English cricketer (Sussex), fall.[31]",https://en.wikipedia.org/wiki/Matt_Hobden,2016-01-02 00:00:00,Matt Hobden,22.0,English,fall, cricketer (Sussex),0,0,4282,84,23,30
