id,text,url,death_date,name,age,nationality,claim,cause
9050,"Lucjan Avgustini, 52, Albanian Roman Catholic prelate, Bishop of Sapë (since 2006).[382]",https://en.wikipedia.org/wiki/Lucjan_Avgustini,2016-05-22 00:00:00,Lucjan Avgustini,52,Albanian,Roman Catholic prelate,
9051,"Adolf Born, 85, Czech painter, illustrator, caricaturist and filmmaker.[383]",https://en.wikipedia.org/wiki/Adolf_Born,2016-05-22 00:00:00,Adolf Born,85,Czech,painter,
9052,"Malvina Cheek, 100, British war artist.[384]",https://en.wikipedia.org/wiki/Malvina_Cheek,2016-05-22 00:00:00,Malvina Cheek,100,British,war artist,
9053,"Merv Cowan, 91, Australian WANFL footballer.[385]",https://en.wikipedia.org/wiki/Merv_Cowan,2016-05-22 00:00:00,Merv Cowan,91,Australian,WANFL footballer,
9054,"Tom DeLeone, 65, American football player (Cleveland Browns, Cincinnati Bengals), brain cancer.[386]",https://en.wikipedia.org/wiki/Tom_DeLeone,2016-05-22 00:00:00,Tom DeLeone,65,American,football player,brain cancer
9055,"John Lyons, 90, British trade union leader.[388]",https://en.wikipedia.org/wiki/John_Lyons_(trade_unionist),2016-05-22 00:00:00,John Lyons,90,British,trade union leader,
9056,"José Luis Romo Martín, 62, Mexican artist.[389]",https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Romo_Mart%C3%ADn,2016-05-22 00:00:00,José Luis Romo Martín,62,Mexican,artist,
9057,"Alexis Navarro, 69, Venezuelan politician and diplomat, Governor of Nueva Esparta (2000–2004), Ambassador to Russia (2005–2008), heart attack.[390]",https://en.wikipedia.org/wiki/Alexis_Navarro,2016-05-22 00:00:00,Alexis Navarro,69,Venezuelan,politician and diplomat,heart attack
9058,"Yasushi Niki, 90, Japanese baseball player.[391]",https://en.wikipedia.org/wiki/Yasushi_Niki,2016-05-22 00:00:00,Yasushi Niki,90,Japanese,baseball player,
9059,"Leonorilda Ochoa, 76, Mexican actress (Los Beverly de Peralvillo), Alzheimer's disease.[392]",https://en.wikipedia.org/wiki/Leonorilda_Ochoa,2016-05-22 00:00:00,Leonorilda Ochoa,76,Mexican,actress,Alzheimer's disease
9060,"Subhash Pal, Indian mountaineer.[393]",https://en.wikipedia.org/wiki/Subhash_Pal,2016-05-22 00:00:00,Subhash Pal,,Indian,mountaineer,
9061,"Arulraj Rosli, 75, Malaysian racing cyclist.[394]",https://en.wikipedia.org/wiki/Arulraj_Rosli,2016-05-22 00:00:00,Arulraj Rosli,75,Malaysian,racing cyclist,
9062,"Velimir Sombolac, 77, Serb Yugoslav football player and manager.[395]",https://en.wikipedia.org/wiki/Velimir_Sombolac,2016-05-22 00:00:00,Velimir Sombolac,77,Serb Yugoslav,football player and manager,
9063,"George Wildman, 88, American cartoonist.[396]",https://en.wikipedia.org/wiki/George_Wildman,2016-05-22 00:00:00,George Wildman,88,American,cartoonist,
9064,"Bata Živojinović, 82, Serbian actor (Walter Defends Sarajevo), complications from gangrene.[397]",https://en.wikipedia.org/wiki/Bata_%C5%BDivojinovi%C4%87,2016-05-22 00:00:00,Bata Živojinović,82,Serbian,actor,complications from gangrene
9065,"Nurjahan Begum, 90, Bangladeshi journalist.[398]",https://en.wikipedia.org/wiki/Nurjahan_Begum,2016-05-23 00:00:00,Nurjahan Begum,90,Bangladeshi,journalist,
9066,"Jo Beverley, 68, British-born Canadian writer.[399]",https://en.wikipedia.org/wiki/Jo_Beverley,2016-05-23 00:00:00,Jo Beverley,68,British-born Canadian,writer,
9067,"John Brophy, 83, Canadian ice hockey player and coach (Birmingham Bulls, Toronto Maple Leafs, Hampton Roads Admirals), namesake of John Brophy Award.[400]",https://en.wikipedia.org/wiki/John_Brophy_(ice_hockey),2016-05-23 00:00:00,John Brophy,83,Canadian,ice hockey player and coach,
9068,"Joe Fleishaker, 62, American actor (Troma Entertainment, Late Show with David Letterman), heart attack.[401]",https://en.wikipedia.org/wiki/Joe_Fleishaker,2016-05-23 00:00:00,Joe Fleishaker,62,American,actor,heart attack
9069,"Vera Henriksen, 89, Norwegian writer.[402]",https://en.wikipedia.org/wiki/Vera_Henriksen,2016-05-23 00:00:00,Vera Henriksen,89,Norwegian,writer,
9070,"Richard Marcotte, 69, Canadian politician, Mayor of Mascouche (1992–2012), cancer.[403]",https://en.wikipedia.org/wiki/Richard_Marcotte,2016-05-23 00:00:00,Richard Marcotte,69,Canadian,politician,cancer
9071,"Cedric McKinnon, 48, American football player (Cleveland Thunderbolts, Tampa Bay Storm).[404]",https://en.wikipedia.org/wiki/Cedric_McKinnon,2016-05-23 00:00:00,Cedric McKinnon,48,American,football player,
9072,"Zdeněk Mézl, 81, Czech print-maker.[405]",https://en.wikipedia.org/wiki/Zden%C4%9Bk_M%C3%A9zl,2016-05-23 00:00:00,Zdeněk Mézl,81,Czech,print-maker,
9073,"Sir Reginald Palmer, 93, Grenadian politician, Governor-General (1992–1996).[406]",https://en.wikipedia.org/wiki/Reginald_Palmer,2016-05-23 00:00:00,Sir Reginald Palmer,93,Grenadian,politician,
9074,"Nanette Rainone, 73, American feminist and reporter.[407]",https://en.wikipedia.org/wiki/Nanette_Rainone,2016-05-23 00:00:00,Nanette Rainone,73,American,feminist and reporter,
9075,"Arne Sandnes, 92, Norwegian politician.[408]",https://en.wikipedia.org/wiki/Arne_Sandnes_(Nord-Tr%C3%B8ndelag),2016-05-23 00:00:00,Arne Sandnes,92,Norwegian,politician,
9076,"Suzanne Corkin, 79, American neuroscientist.[409]",https://en.wikipedia.org/wiki/Suzanne_Corkin,2016-05-24 00:00:00,Suzanne Corkin,79,American,neuroscientist,
9077,"Adelina Dematti de Alaye, 88, Argentinian human rights activist, founder of the Mothers of the Plaza de Mayo.[410]",https://en.wikipedia.org/wiki/Adelina_Dematti_de_Alaye,2016-05-24 00:00:00,Adelina Dematti de Alaye,88,Argentinian,human rights activist,
9078,"Khaleda Ekram, 65, Bangladeshi architect.[411]",https://en.wikipedia.org/wiki/Khaleda_Ekram,2016-05-24 00:00:00,Khaleda Ekram,65,Bangladeshi,architect,
9079,"Lewis Fiander, 78, Australian actor (Pride and Prejudice, Who Can Kill a Child?, Bangkok Hilton), stroke.[412]",https://en.wikipedia.org/wiki/Lewis_Fiander,2016-05-24 00:00:00,Lewis Fiander,78,Australian,actor,stroke
9080,"Maycie Herrington, 97, American historian and social worker.[413]",https://en.wikipedia.org/wiki/Maycie_Herrington,2016-05-24 00:00:00,Maycie Herrington,97,American,historian and social worker,
9081,"Buck Kartalian, 93, American actor (Planet of the Apes, Cool Hand Luke, The Rock).[414]",https://en.wikipedia.org/wiki/Buck_Kartalian,2016-05-24 00:00:00,Buck Kartalian,93,American,actor,
9082,"Malik Iqbal Mehdi Khan, 64, Pakistani politician, MP (since 2013), liver disease.[415]",https://en.wikipedia.org/wiki/Malik_Iqbal_Mehdi_Khan,2016-05-24 00:00:00,Malik Iqbal Mehdi Khan,64,Pakistani,politician,liver disease
9083,"Burt Kwouk, 85, British actor (The Pink Panther, Last of the Summer Wine, Goldfinger), cancer.[416]",https://en.wikipedia.org/wiki/Burt_Kwouk,2016-05-24 00:00:00,Burt Kwouk,85,British,actor,cancer
9084,"Mell Lazarus, 89, American cartoonist (Miss Peach, Momma).[417]",https://en.wikipedia.org/wiki/Mell_Lazarus,2016-05-24 00:00:00,Mell Lazarus,89,American,cartoonist,
9085,"Anne-Marie Nzié, 84, Cameroonian singer.[418]",https://en.wikipedia.org/wiki/Anne-Marie_Nzi%C3%A9,2016-05-24 00:00:00,Anne-Marie Nzié,84,Cameroonian,singer,
9086,"Hughes Oliphant Old, 83, American theologian.[419]",https://en.wikipedia.org/wiki/Hughes_Oliphant_Old,2016-05-24 00:00:00,Hughes Oliphant Old,83,American,theologian,
9087,"Leo Proost, 82, Belgian racing cyclist.[420]",https://en.wikipedia.org/wiki/Leo_Proost,2016-05-24 00:00:00,Leo Proost,82,Belgian,racing cyclist,
9088,"Jorma Salmi, 83, Finnish ice hockey player (Ilves, Frölunda HC).[421]",https://en.wikipedia.org/wiki/Jorma_Salmi,2016-05-24 00:00:00,Jorma Salmi,83,Finnish,ice hockey player,
9089,"Soita Shitanda, 56, Kenyan politician, MP from Malava (since 1997).[422]",https://en.wikipedia.org/wiki/Soita_Shitanda,2016-05-24 00:00:00,Soita Shitanda,56,Kenyan,politician,
9090,"Berend Jan Udink, 90, Dutch politician and CEO.[423]",https://en.wikipedia.org/wiki/Berend_Jan_Udink,2016-05-24 00:00:00,Berend Jan Udink,90,Dutch,politician and CEO,
9091,"Giacomo Barabino, 88, Italian Roman Catholic prelate, Bishop of Ventimiglia-San Remo (1988–2004).[424]",https://en.wikipedia.org/wiki/Giacomo_Barabino,2016-05-25 00:00:00,Giacomo Barabino,88,Italian,Roman Catholic prelate,
9092,"Horacio Ernesto Benites Astoul, 82, Argentinian Roman Catholic prelate, Auxiliary Bishop of Buenos Aires (1999–2008).[425]",https://en.wikipedia.org/wiki/Horacio_Ernesto_Benites_Astoul,2016-05-25 00:00:00,Horacio Ernesto Benites Astoul,82,Argentinian,Roman Catholic prelate,
9093,"Cassandra Butts, 50, American lawyer.[426]",https://en.wikipedia.org/wiki/Cassandra_Butts,2016-05-25 00:00:00,Cassandra Butts,50,American,lawyer,
9094,"Lloyd Campbell, 101, Canadian curler.[427]",https://en.wikipedia.org/wiki/Lloyd_Campbell_(curler),2016-05-25 00:00:00,Lloyd Campbell,101,Canadian,curler,
9095,"Nancy Dow, 79, American actress (The Ice House) and model.[428]",https://en.wikipedia.org/wiki/Nancy_Dow,2016-05-25 00:00:00,Nancy Dow,79,American,actress and model,
9096,"Ian Gibson, 73, Scottish footballer (Cardiff City, Coventry City, Middlesbrough).[429]","https://en.wikipedia.org/wiki/Ian_Gibson_(footballer,_born_1943)",2016-05-25 00:00:00,Ian Gibson,73,Scottish,footballer,
9097,"Gyula Kosice, 92, Czechoslovakian-born Argentine poet and sculptor.[430]",https://en.wikipedia.org/wiki/Gyula_Kosice,2016-05-25 00:00:00,Gyula Kosice,92,Czechoslovakian-born Argentine,poet and sculptor,
9098,"Ku Chin-shui, 56, Taiwanese decathlete, plasma cell leukemia.[431]",https://en.wikipedia.org/wiki/Ku_Chin-shui,2016-05-25 00:00:00,Ku Chin-shui,56,Taiwanese,decathlete,plasma cell leukemia
9099,"Per Øien, 78, Norwegian flutist.[432]",https://en.wikipedia.org/wiki/Per_%C3%98ien,2016-05-25 00:00:00,Per Øien,78,Norwegian,flutist,
9100,"Valentin Petry, 88, German racing cyclist.[433]",https://en.wikipedia.org/wiki/Valentin_Petry,2016-05-25 00:00:00,Valentin Petry,88,German,racing cyclist,
9101,"Peggy Spencer, 95, British dancer.[434]",https://en.wikipedia.org/wiki/Peggy_Spencer,2016-05-25 00:00:00,Peggy Spencer,95,British,dancer,
9102,"József Tempfli, 85, Romanian-Hungarian Roman Catholic prelate, Bishop of Oradea Mare (1990–2008).[435]",https://en.wikipedia.org/wiki/J%C3%B3zsef_Tempfli,2016-05-25 00:00:00,József Tempfli,85,Romanian-Hungarian,Roman Catholic prelate,
9103,"John Webster, 60, British theologian.[436]",https://en.wikipedia.org/wiki/John_Webster_(British_theologian),2016-05-25 00:00:00,John Webster,60,British,theologian,
9104,"Yang Jiang, 104, Chinese playwright, author, and translator.[437]",https://en.wikipedia.org/wiki/Yang_Jiang,2016-05-25 00:00:00,Yang Jiang,104,Chinese,playwright,
9105,"Kazimierz Barburski, 73, Polish fencer, Olympic bronze medalist (1968).[438]",https://en.wikipedia.org/wiki/Kazimierz_Barburski,2016-05-26 00:00:00,Kazimierz Barburski,73,Polish,fencer,
9106,"Loris Francesco Capovilla, 100, Italian Roman Catholic cardinal, Prelate of Loreto (1971–1988).[439]",https://en.wikipedia.org/wiki/Loris_Francesco_Capovilla,2016-05-26 00:00:00,Loris Francesco Capovilla,100,Italian,Roman Catholic cardinal,
9107,"Esad Čolaković, 46, Macedonian footballer (FK Sloga Jugomagnat).[440]",https://en.wikipedia.org/wiki/Esad_%C4%8Colakovi%C4%87,2016-05-26 00:00:00,Esad Čolaković,46,Macedonian,footballer,
9108,"Ted Dumitru, 76, Romanian football manager (Kaizer Chiefs, Mamelodi Sundowns, New York Apollo), heart attack.[441]",https://en.wikipedia.org/wiki/Ted_Dumitru,2016-05-26 00:00:00,Ted Dumitru,76,Romanian,football manager,heart attack
9109,"Steve Edwards, 85, American professor. [2]",https://en.wikipedia.org/wiki/Steve_Edwards_(physicist),2016-05-26 00:00:00,Steve Edwards,85,American,professor,
9110,"Hedy Epstein, 91, German-born American Holocaust survivor and political activist (International Solidarity Movement), cancer.[442]",https://en.wikipedia.org/wiki/Hedy_Epstein,2016-05-26 00:00:00,Hedy Epstein,91,German-born American,Holocaust survivor and political activist,cancer
9111,"Lou Grasmick, 91, American baseball player (Philadelphia Phillies) and businessman.[443]",https://en.wikipedia.org/wiki/Lou_Grasmick,2016-05-26 00:00:00,Lou Grasmick,91,American,baseball player and businessman,
9112,"Noel Harding, 69, Canadian contemporary artist.[444]",https://en.wikipedia.org/wiki/Noel_Harding,2016-05-26 00:00:00,Noel Harding,69,Canadian,contemporary artist,
9113,"Joel Hastings, 46, Canadian pianist, heart attack.[445]",https://en.wikipedia.org/wiki/Joel_Hastings,2016-05-26 00:00:00,Joel Hastings,46,Canadian,pianist,heart attack
9114,"Robert O'Hearn, 94, American set designer.[446]",https://en.wikipedia.org/wiki/Robert_O%27Hearn,2016-05-26 00:00:00,Robert O'Hearn,94,American,set designer,
9115,"Gustav Meier, 86, Swiss-born American conductor, cancer.[447]",https://en.wikipedia.org/wiki/Gustav_Meier,2016-05-26 00:00:00,Gustav Meier,86,Swiss-born American,conductor,cancer
9116,"Wanaro N'Godrella, 66, French tennis player.[448]",https://en.wikipedia.org/wiki/Wanaro_N%27Godrella,2016-05-26 00:00:00,Wanaro N'Godrella,66,French,tennis player,
9117,"Angela Paton, 86, American actress (Groundhog Day, American Wedding, Lolita), heart attack.[449]",https://en.wikipedia.org/wiki/Angela_Paton,2016-05-26 00:00:00,Angela Paton,86,American,actress,heart attack
9118,"Arturo Pomar, 84, Spanish chess grandmaster.[450]",https://en.wikipedia.org/wiki/Arturo_Pomar,2016-05-26 00:00:00,Arturo Pomar,84,Spanish,chess grandmaster,
9119,"Coe Swobe, 87, American politician, member of the Nevada Senate (1966–1974).[451]",https://en.wikipedia.org/wiki/Coe_Swobe,2016-05-26 00:00:00,Coe Swobe,87,American,politician,
9120,"Bob Williams, 86, American football player (Chicago Bears).[452]",https://en.wikipedia.org/wiki/Bob_Williams_(quarterback),2016-05-26 00:00:00,Bob Williams,86,American,football player,
9121,"Chen Nengkuan, 93, Chinese metal and detonation physicist and academician (Chinese Academy of Sciences).[453]",https://en.wikipedia.org/wiki/Chen_Nengkuan,2016-05-27 00:00:00,Chen Nengkuan,93,Chinese,metal and detonation physicist and academician,
9122,"Michael Dann, 94, American television executive (CBS).[454]",https://en.wikipedia.org/wiki/Michael_Dann,2016-05-27 00:00:00,Michael Dann,94,American,television executive,
9123,"Jean-Claude Decaux, 78, French billionaire advertiser, CEO of JCDecaux.[455]",https://en.wikipedia.org/wiki/Jean-Claude_Decaux,2016-05-27 00:00:00,Jean-Claude Decaux,78,French,billionaire advertiser,
9124,"Louise Erickson, 86, American baseball player (Racine Belles, Rockford Peaches).[456]",https://en.wikipedia.org/wiki/Louise_Erickson,2016-05-27 00:00:00,Louise Erickson,86,American,baseball player,
9125,"Gaylord T. Gunhus, 76, American army officer, Chief of Chaplains of the United States Army (1999–2003).[457]",https://en.wikipedia.org/wiki/Gaylord_T._Gunhus,2016-05-27 00:00:00,Gaylord T. Gunhus,76,American,army officer,
9126,"Gerhard Harpers, 88, German footballer (Sodingen, national team).[458]",https://en.wikipedia.org/wiki/Gerhard_Harpers,2016-05-27 00:00:00,Gerhard Harpers,88,German,footballer,
9127,"Kai G. Henriksen, 60, Norwegian businessman (Vinmonopolet).[459]",https://en.wikipedia.org/wiki/Kai_G._Henriksen,2016-05-27 00:00:00,Kai G. Henriksen,60,Norwegian,businessman,
9128,"R. G. Jadhav, 83, Indian literary critic.[460]",https://en.wikipedia.org/wiki/R._G._Jadhav,2016-05-27 00:00:00,R. G. Jadhav,83,Indian,literary critic,
9129,"František Jakubec, 60, Czech football player.[461]",https://en.wikipedia.org/wiki/Franti%C5%A1ek_Jakubec,2016-05-27 00:00:00,František Jakubec,60,Czech,football player,
9130,"Bonnie Law, 47, Hong Kong singer and actress (Happy Ghost).[462]",https://en.wikipedia.org/wiki/Bonnie_Law,2016-05-27 00:00:00,Bonnie Law,47,Hong Kong,singer and actress,
9131,"Petro Herkulan Malchuk, 50, Moldovan-born Ukrainian Roman Catholic prelate, Archbishop of Kyiv-Zhytomyr (since 2011), heart attack.[464]",https://en.wikipedia.org/wiki/Petro_Herkulan_Malchuk,2016-05-27 00:00:00,Petro Herkulan Malchuk,50,Moldovan-born Ukrainian,Roman Catholic prelate,heart attack
9132,"Jaap Metz, 74, Dutch politician, member of the House of Representatives (1982–1986).[465]",https://en.wikipedia.org/wiki/Jaap_Metz,2016-05-27 00:00:00,Jaap Metz,74,Dutch,politician,
9133,"Frank Modell, 98, American cartoonist (The New Yorker).[466]",https://en.wikipedia.org/wiki/Frank_Modell,2016-05-27 00:00:00,Frank Modell,98,American,cartoonist,
9134,"Henrietta Phipps, 84, British landscape gardener.[467]",https://en.wikipedia.org/wiki/Henrietta_Phipps,2016-05-27 00:00:00,Henrietta Phipps,84,British,landscape gardener,
9135,"La Ferne Price, 90, American ballplayer (All-American Girls Professional Baseball League).[468]",https://en.wikipedia.org/wiki/La_Ferne_Price,2016-05-27 00:00:00,La Ferne Price,90,American,ballplayer,
9136,"Girolamo Prigione, 94, Italian Roman Catholic prelate, Apostolic Nuncio (1968–1997).[469]",https://en.wikipedia.org/wiki/Girolamo_Prigione,2016-05-27 00:00:00,Girolamo Prigione,94,Italian,Roman Catholic prelate,
9137,"Ivor Robinson, 92, British-born American physicist.[470]",https://en.wikipedia.org/wiki/Ivor_Robinson_(physicist),2016-05-27 00:00:00,Ivor Robinson,92,British-born American,physicist,
